Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID2486,Jim,2021-02-13,9:36:00,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2487,Becky,2021-02-13,9:41:46,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2488,Dan,2021-02-13,9:41:46,Contract related,Y,Y,37.0,6.08,3.0
ID2489,Greg,2021-02-13,9:54:43,Payment related,Y,Y,62.0,1.23,2.0
ID2490,Greg,2021-02-13,9:54:43,Streaming,Y,Y,48.0,1.45,4.0
ID2491,Dan,2021-02-13,10:10:34,Technical Support,Y,Y,123.0,3.2,3.0
ID2492,Greg,2021-02-13,10:10:34,Contract related,Y,Y,83.0,0.83,5.0
ID2493,Joe,2021-02-13,10:33:36,Admin Support,Y,Y,23.0,2.85,5.0
ID2494,Dan,2021-02-13,10:33:36,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2495,Greg,2021-02-13,10:45:07,Streaming,Y,N,27.0,5.18,3.0
ID2496,Joe,2021-02-13,10:45:07,Admin Support,Y,Y,78.0,6.38,5.0
ID2497,Becky,2021-02-13,11:03:50,Streaming,Y,Y,82.0,5.2,3.0
ID2498,Jim,2021-02-13,11:03:50,Streaming,Y,Y,50.0,5.45,4.0
ID2499,Diane,2021-02-13,11:32:38,Admin Support,Y,Y,90.0,1.13,4.0
ID2500,Joe,2021-02-13,11:32:38,Admin Support,Y,Y,89.0,5.22,3.0
ID2501,Martha,2021-02-13,12:12:58,Payment related,Y,Y,79.0,6.78,1.0
ID2502,Greg,2021-02-13,12:12:58,Contract related,Y,Y,123.0,6.7,2.0
ID2503,Dan,2021-02-13,12:25:55,Admin Support,Y,Y,97.0,2.53,1.0
ID2504,Dan,2021-02-13,12:25:55,Technical Support,Y,Y,74.0,5.95,3.0
ID2505,Jim,2021-02-13,12:27:22,Admin Support,Y,Y,68.0,3.17,5.0
ID2506,Joe,2021-02-13,12:27:22,Streaming,Y,Y,100.0,4.43,5.0
ID2507,Jim,2021-02-13,12:28:48,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2508,Martha,2021-02-13,12:28:48,Contract related,Y,Y,34.0,4.48,4.0
ID2509,Dan,2021-02-13,12:47:31,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2510,Greg,2021-02-13,12:47:31,Contract related,Y,Y,33.0,3.77,1.0
ID2511,Greg,2021-02-13,12:53:17,Contract related,Y,Y,63.0,5.22,5.0
ID2512,Greg,2021-02-13,12:53:17,Technical Support,Y,Y,54.0,2.97,1.0
ID2513,Greg,2021-02-13,13:13:26,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2514,Greg,2021-02-13,13:13:26,Technical Support,Y,Y,91.0,3.7,2.0
ID2515,Becky,2021-02-13,13:16:19,Payment related,Y,Y,89.0,4.25,4.0
ID2516,Joe,2021-02-13,13:16:19,Payment related,Y,Y,75.0,4.65,5.0
ID2517,Greg,2021-02-13,13:30:43,Streaming,Y,Y,54.0,0.58,4.0
ID2518,Stewart,2021-02-13,13:30:43,Payment related,Y,Y,43.0,3.13,3.0
ID2519,Stewart,2021-02-13,14:28:19,Admin Support,Y,Y,45.0,6.88,4.0
ID2520,Martha,2021-02-13,14:28:19,Payment related,Y,Y,79.0,0.52,5.0
ID2521,Joe,2021-02-13,14:39:50,Technical Support,Y,Y,27.0,3.23,3.0
ID2522,Diane,2021-02-13,14:39:50,Payment related,Y,Y,59.0,5.55,3.0
ID2523,Stewart,2021-02-13,15:14:24,Contract related,Y,N,70.0,0.87,4.0
ID2524,Dan,2021-02-13,15:14:24,Payment related,Y,N,92.0,1.43,5.0
ID2525,Greg,2021-02-13,15:33:07,Technical Support,Y,Y,96.0,4.58,2.0
ID2526,Becky,2021-02-13,15:33:07,Streaming,Y,Y,79.0,5.17,5.0
ID2527,Greg,2021-02-13,15:57:36,Admin Support,Y,Y,115.0,1.08,5.0
ID2528,Jim,2021-02-13,15:57:36,Payment related,Y,Y,71.0,5.77,3.0
ID2529,Martha,2021-02-13,16:16:19,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2530,Stewart,2021-02-13,16:16:19,Payment related,Y,N,124.0,5.68,4.0
ID2531,Diane,2021-02-13,16:50:53,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2532,Joe,2021-02-13,16:50:53,Contract related,Y,Y,35.0,0.52,5.0
ID2533,Dan,2021-02-13,17:18:14,Contract related,Y,Y,106.0,3.37,3.0
ID2534,Dan,2021-02-13,17:18:14,Contract related,Y,Y,32.0,3.55,4.0
ID2535,Jim,2021-02-14,9:07:12,Payment related,Y,Y,119.0,4.3,4.0
ID2536,Greg,2021-02-14,9:07:12,Contract related,Y,Y,112.0,4.48,2.0
ID2537,Stewart,2021-02-14,9:38:53,Technical Support,Y,Y,49.0,4.17,1.0
ID2538,Stewart,2021-02-14,9:38:53,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2539,Joe,2021-02-14,9:46:05,Admin Support,Y,Y,74.0,4.9,3.0
ID2540,Greg,2021-02-14,9:46:05,Streaming,Y,N,117.0,2.75,4.0
ID2541,Jim,2021-02-14,9:48:58,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2542,Diane,2021-02-14,9:48:58,Admin Support,Y,Y,40.0,6.85,1.0
ID2543,Martha,2021-02-14,10:24:58,Contract related,Y,Y,87.0,4.88,5.0
ID2544,Martha,2021-02-14,10:24:58,Streaming,Y,Y,58.0,1.4,4.0
ID2545,Becky,2021-02-14,10:30:43,Technical Support,Y,Y,84.0,6.0,4.0
ID2546,Jim,2021-02-14,10:30:43,Payment related,Y,Y,54.0,2.28,2.0
ID2547,Dan,2021-02-14,10:52:19,Contract related,Y,Y,13.0,5.6,5.0
ID2548,Diane,2021-02-14,10:52:19,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2549,Jim,2021-02-14,11:54:14,Technical Support,Y,Y,42.0,0.6,4.0
ID2550,Stewart,2021-02-14,11:54:14,Payment related,Y,Y,12.0,2.6,1.0
ID2551,Diane,2021-02-14,12:31:41,Admin Support,Y,Y,13.0,4.67,3.0
ID2552,Greg,2021-02-14,12:31:41,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2553,Diane,2021-02-14,12:41:46,Streaming,Y,Y,100.0,3.18,5.0
ID2554,Joe,2021-02-14,12:41:46,Payment related,Y,Y,70.0,1.17,2.0
ID2555,Stewart,2021-02-14,12:57:36,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2556,Jim,2021-02-14,12:57:36,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2557,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,102.0,5.88,4.0
ID2558,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,82.0,3.32,3.0
ID2559,Joe,2021-02-14,13:26:24,Streaming,Y,N,24.0,4.12,5.0
ID2560,Stewart,2021-02-14,13:26:24,Admin Support,Y,Y,10.0,1.65,5.0
ID2561,Jim,2021-02-14,13:46:34,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2562,Stewart,2021-02-14,13:46:34,Streaming,Y,Y,80.0,5.02,1.0
ID2563,Stewart,2021-02-14,13:50:53,Technical Support,Y,Y,63.0,6.23,4.0
ID2564,Greg,2021-02-14,13:50:53,Contract related,Y,Y,43.0,6.88,4.0
ID2565,Dan,2021-02-14,14:21:07,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2566,Diane,2021-02-14,14:21:07,Payment related,Y,Y,87.0,2.03,4.0
ID2567,Joe,2021-02-14,14:24:00,Technical Support,Y,Y,125.0,6.07,4.0
ID2568,Stewart,2021-02-14,14:24:00,Payment related,Y,Y,56.0,3.87,1.0
ID2569,Greg,2021-02-14,14:49:55,Payment related,Y,Y,88.0,3.77,3.0
ID2570,Jim,2021-02-14,14:49:55,Payment related,Y,Y,45.0,1.28,4.0
ID2571,Dan,2021-02-14,14:51:22,Technical Support,Y,Y,24.0,2.02,4.0
ID2572,Jim,2021-02-14,14:51:22,Contract related,Y,Y,23.0,4.2,5.0
ID2573,Becky,2021-02-14,15:34:34,Payment related,Y,Y,66.0,6.78,5.0
ID2574,Martha,2021-02-14,15:34:34,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2575,Joe,2021-02-14,16:27:50,Streaming,Y,Y,67.0,1.58,4.0
ID2576,Becky,2021-02-14,16:27:50,Technical Support,Y,Y,39.0,5.23,1.0
ID2577,Becky,2021-02-14,16:37:55,Streaming,Y,Y,70.0,0.65,1.0
ID2578,Jim,2021-02-14,16:37:55,Admin Support,Y,Y,40.0,6.65,5.0
ID2579,Stewart,2021-02-14,16:37:55,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2580,Martha,2021-02-14,16:37:55,Admin Support,Y,Y,28.0,6.43,3.0
ID2581,Joe,2021-02-14,16:50:53,Technical Support,Y,Y,107.0,3.65,2.0
ID2582,Stewart,2021-02-14,16:50:53,Payment related,Y,Y,62.0,4.7,4.0
ID2583,Diane,2021-02-14,16:53:46,Technical Support,Y,Y,80.0,4.33,4.0
ID2584,Stewart,2021-02-14,16:53:46,Contract related,Y,Y,63.0,3.1,3.0
ID2585,Becky,2021-02-14,17:09:36,Technical Support,Y,Y,36.0,5.3,3.0
ID2586,Dan,2021-02-14,17:09:36,Contract related,Y,Y,64.0,2.08,3.0
ID2587,Greg,2021-02-14,17:09:36,Contract related,Y,Y,110.0,5.72,3.0
ID2588,Jim,2021-02-14,17:09:36,Admin Support,Y,Y,43.0,6.37,3.0
ID2589,Jim,2021-02-14,17:11:02,Technical Support,Y,Y,76.0,4.73,5.0
ID2590,Joe,2021-02-14,17:11:02,Technical Support,Y,Y,45.0,2.48,2.0
ID2591,Martha,2021-02-14,17:36:58,Streaming,Y,N,109.0,1.2,3.0
ID2592,Joe,2021-02-14,17:36:58,Streaming,Y,Y,68.0,6.9,4.0
ID2593,Greg,2021-02-14,17:42:43,Contract related,Y,N,99.0,6.9,1.0
ID2594,Dan,2021-02-14,17:42:43,Contract related,Y,Y,27.0,4.08,4.0
ID2595,Greg,2021-02-15,9:00:00,Streaming,Y,Y,14.0,0.97,3.0
ID2596,Greg,2021-02-15,9:00:00,Admin Support,Y,Y,81.0,4.35,3.0
ID2597,Dan,2021-02-15,9:33:07,Admin Support,Y,Y,24.0,3.12,3.0
ID2598,Dan,2021-02-15,9:33:07,Contract related,Y,Y,13.0,5.8,1.0
ID2599,Becky,2021-02-15,10:01:55,Technical Support,Y,Y,89.0,0.88,1.0
ID2600,Becky,2021-02-15,10:01:55,Streaming,Y,Y,103.0,5.95,4.0
ID2601,Jim,2021-02-15,10:01:55,Payment related,Y,Y,103.0,3.8,3.0
ID2602,Greg,2021-02-15,10:01:55,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2603,Stewart,2021-02-15,10:20:38,Contract related,Y,N,59.0,3.52,3.0
ID2604,Joe,2021-02-15,10:20:38,Payment related,Y,Y,113.0,1.63,3.0
ID2605,Diane,2021-02-15,11:12:29,Contract related,Y,Y,69.0,1.87,2.0
ID2606,Diane,2021-02-15,11:12:29,Technical Support,Y,Y,69.0,1.85,2.0
ID2607,Becky,2021-02-15,11:34:05,Technical Support,Y,N,11.0,5.12,4.0
ID2608,Dan,2021-02-15,11:34:05,Contract related,Y,Y,75.0,4.18,2.0
ID2609,Jim,2021-02-15,11:41:17,Technical Support,Y,N,24.0,2.53,5.0
ID2610,Becky,2021-02-15,11:41:17,Admin Support,Y,Y,124.0,6.13,3.0
ID2611,Greg,2021-02-15,11:45:36,Admin Support,Y,Y,32.0,2.57,5.0
ID2612,Stewart,2021-02-15,11:45:36,Admin Support,Y,Y,105.0,6.57,5.0
ID2613,Becky,2021-02-15,11:48:29,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2614,Jim,2021-02-15,11:48:29,Payment related,Y,Y,94.0,1.05,4.0
ID2615,Joe,2021-02-15,12:07:12,Contract related,Y,Y,107.0,2.27,4.0
ID2616,Diane,2021-02-15,12:07:12,Admin Support,Y,Y,79.0,5.55,5.0
ID2617,Dan,2021-02-15,12:21:36,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2618,Becky,2021-02-15,12:21:36,Admin Support,Y,Y,59.0,2.08,4.0
ID2619,Dan,2021-02-15,12:38:53,Technical Support,Y,N,117.0,4.9,3.0
ID2620,Martha,2021-02-15,12:38:53,Streaming,Y,Y,37.0,1.85,3.0
ID2621,Dan,2021-02-15,13:00:29,Admin Support,Y,Y,94.0,5.33,4.0
ID2622,Becky,2021-02-15,13:00:29,Technical Support,Y,Y,120.0,2.75,1.0
ID2623,Jim,2021-02-15,13:26:24,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2624,Martha,2021-02-15,13:26:24,Streaming,Y,Y,50.0,6.78,2.0
ID2625,Becky,2021-02-15,13:39:22,Payment related,Y,Y,47.0,2.47,5.0
ID2626,Stewart,2021-02-15,13:39:22,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2627,Dan,2021-02-15,13:42:14,Admin Support,Y,Y,118.0,2.88,5.0
ID2628,Becky,2021-02-15,13:42:14,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2629,Greg,2021-02-15,14:28:19,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2630,Jim,2021-02-15,14:28:19,Technical Support,Y,Y,14.0,1.22,5.0
ID2631,Dan,2021-02-15,14:29:46,Technical Support,Y,Y,88.0,1.15,3.0
ID2632,Joe,2021-02-15,14:29:46,Streaming,Y,Y,124.0,0.87,4.0
ID2633,Diane,2021-02-15,14:44:10,Payment related,Y,Y,18.0,0.8,5.0
ID2634,Dan,2021-02-15,14:44:10,Admin Support,Y,Y,22.0,2.08,3.0
ID2635,Jim,2021-02-15,14:51:22,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2636,Becky,2021-02-15,14:51:22,Streaming,Y,Y,94.0,6.3,5.0
ID2637,Becky,2021-02-15,14:57:07,Technical Support,Y,N,54.0,3.6,3.0
ID2638,Greg,2021-02-15,14:57:07,Contract related,Y,N,44.0,3.28,5.0
ID2639,Greg,2021-02-15,15:46:05,Admin Support,Y,Y,28.0,4.38,3.0
ID2640,Jim,2021-02-15,15:46:05,Payment related,Y,Y,103.0,3.2,3.0
ID2641,Joe,2021-02-15,15:47:31,Technical Support,Y,Y,25.0,0.78,4.0
ID2642,Becky,2021-02-15,15:47:31,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2643,Jim,2021-02-15,16:01:55,Streaming,Y,Y,84.0,4.17,3.0
ID2644,Dan,2021-02-15,16:01:55,Streaming,Y,Y,36.0,3.95,4.0
ID2645,Becky,2021-02-15,17:11:02,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2646,Stewart,2021-02-15,17:11:02,Payment related,Y,Y,42.0,3.68,4.0
ID2647,Dan,2021-02-15,17:18:14,Streaming,Y,Y,124.0,3.85,3.0
ID2648,Stewart,2021-02-15,17:18:14,Technical Support,Y,Y,99.0,3.67,5.0
ID2649,Diane,2021-02-15,17:19:41,Streaming,Y,Y,124.0,4.38,5.0
ID2650,Greg,2021-02-15,17:19:41,Admin Support,Y,Y,55.0,6.42,5.0
ID2651,Dan,2021-02-15,17:45:36,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2652,Jim,2021-02-15,17:45:36,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2653,Greg,2021-02-16,9:07:12,Admin Support,Y,Y,64.0,5.1,2.0
ID2654,Diane,2021-02-16,9:07:12,Technical Support,Y,Y,82.0,4.9,2.0
ID2655,Diane,2021-02-16,10:04:48,Streaming,Y,Y,50.0,3.32,4.0
ID2656,Stewart,2021-02-16,10:04:48,Contract related,Y,Y,100.0,3.7,4.0
ID2657,Jim,2021-02-16,10:23:31,Admin Support,Y,Y,26.0,6.9,3.0
ID2658,Dan,2021-02-16,10:23:31,Payment related,Y,Y,75.0,4.23,2.0
ID2659,Greg,2021-02-16,10:30:43,Technical Support,Y,Y,26.0,6.47,3.0
ID2660,Dan,2021-02-16,10:30:43,Payment related,Y,Y,21.0,5.13,3.0
ID2661,Stewart,2021-02-16,10:30:43,Admin Support,Y,Y,53.0,0.52,1.0
ID2662,Greg,2021-02-16,10:30:43,Streaming,Y,Y,109.0,2.62,3.0
ID2663,Becky,2021-02-16,11:06:43,Streaming,Y,Y,108.0,6.07,3.0
ID2664,Stewart,2021-02-16,11:06:43,Contract related,Y,Y,58.0,5.27,5.0
ID2665,Stewart,2021-02-16,11:12:29,Payment related,Y,Y,14.0,5.85,5.0
ID2666,Martha,2021-02-16,11:12:29,Contract related,Y,Y,74.0,5.52,4.0
ID2667,Jim,2021-02-16,11:18:14,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2668,Jim,2021-02-16,11:18:14,Streaming,Y,Y,54.0,2.77,5.0
ID2669,Greg,2021-02-16,11:26:53,Streaming,Y,Y,18.0,3.72,4.0
ID2670,Joe,2021-02-16,11:26:53,Payment related,Y,Y,39.0,6.22,3.0
ID2671,Martha,2021-02-16,12:10:05,Payment related,Y,Y,31.0,3.28,1.0
ID2672,Diane,2021-02-16,12:10:05,Technical Support,Y,Y,118.0,5.0,3.0
ID2673,Diane,2021-02-16,12:50:24,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2674,Joe,2021-02-16,12:50:24,Contract related,Y,Y,118.0,5.97,3.0
ID2675,Jim,2021-02-16,13:03:22,Payment related,Y,Y,69.0,3.62,4.0
ID2676,Greg,2021-02-16,13:03:22,Payment related,Y,Y,125.0,6.35,5.0
ID2677,Dan,2021-02-16,14:26:53,Streaming,Y,N,47.0,2.68,3.0
ID2678,Joe,2021-02-16,14:26:53,Payment related,Y,Y,53.0,1.07,1.0
ID2679,Diane,2021-02-16,14:48:29,Streaming,Y,N,55.0,4.62,2.0
ID2680,Martha,2021-02-16,14:48:29,Admin Support,Y,Y,91.0,5.5,2.0
ID2681,Joe,2021-02-16,14:54:14,Technical Support,Y,Y,37.0,5.38,3.0
ID2682,Jim,2021-02-16,14:54:14,Admin Support,Y,Y,118.0,4.88,4.0
ID2683,Dan,2021-02-16,15:07:12,Technical Support,Y,Y,37.0,5.6,5.0
ID2684,Becky,2021-02-16,15:07:12,Admin Support,Y,Y,124.0,4.07,4.0
ID2685,Greg,2021-02-16,15:20:10,Technical Support,Y,Y,105.0,1.58,4.0
ID2686,Diane,2021-02-16,15:20:10,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2687,Greg,2021-02-16,15:34:34,Technical Support,Y,Y,36.0,3.45,1.0
ID2688,Martha,2021-02-16,15:34:34,Streaming,Y,Y,87.0,6.87,4.0
ID2689,Becky,2021-02-16,16:04:48,Technical Support,Y,Y,98.0,5.03,4.0
ID2690,Dan,2021-02-16,16:04:48,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2691,Joe,2021-02-16,16:14:53,Payment related,Y,Y,37.0,2.85,3.0
ID2692,Jim,2021-02-16,16:14:53,Streaming,Y,Y,65.0,4.8,1.0
ID2693,Diane,2021-02-16,16:24:58,Contract related,Y,Y,117.0,6.45,3.0
ID2694,Dan,2021-02-16,16:24:58,Streaming,Y,Y,70.0,1.7,4.0
ID2695,Greg,2021-02-16,16:29:17,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2696,Becky,2021-02-16,16:29:17,Streaming,Y,Y,30.0,5.55,3.0
ID2697,Becky,2021-02-16,16:32:10,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2698,Jim,2021-02-16,16:32:10,Technical Support,Y,N,53.0,4.65,3.0
ID2699,Becky,2021-02-16,17:12:29,Streaming,Y,Y,69.0,5.18,4.0
ID2700,Stewart,2021-02-16,17:12:29,Contract related,Y,Y,109.0,4.17,1.0
ID2701,Dan,2021-02-16,17:28:19,Technical Support,Y,Y,17.0,0.7,5.0
ID2702,Martha,2021-02-16,17:28:19,Streaming,Y,Y,109.0,4.87,4.0
ID2703,Greg,2021-02-16,17:31:12,Contract related,Y,Y,50.0,5.77,5.0
ID2704,Becky,2021-02-16,17:31:12,Admin Support,Y,N,22.0,3.52,3.0
ID2705,Diane,2021-02-16,17:45:36,Contract related,Y,Y,100.0,2.58,4.0
ID2706,Stewart,2021-02-16,17:45:36,Streaming,Y,Y,101.0,5.25,3.0
ID2707,Becky,2021-02-16,17:52:48,Payment related,Y,Y,15.0,2.82,3.0
ID2708,Diane,2021-02-16,17:52:48,Contract related,Y,Y,59.0,4.48,5.0
ID2709,Stewart,2021-02-17,9:01:26,Contract related,Y,Y,93.0,3.25,3.0
ID2710,Becky,2021-02-17,9:01:26,Payment related,Y,Y,81.0,6.42,4.0
ID2711,Jim,2021-02-17,9:17:17,Admin Support,Y,Y,20.0,2.18,1.0
ID2712,Greg,2021-02-17,9:17:17,Contract related,Y,Y,47.0,0.58,3.0
ID2713,Diane,2021-02-17,9:23:02,Admin Support,Y,N,17.0,3.03,1.0
ID2714,Stewart,2021-02-17,9:23:02,Payment related,Y,N,15.0,1.07,3.0
ID2715,Diane,2021-02-17,9:34:34,Technical Support,Y,Y,94.0,6.17,5.0
ID2716,Martha,2021-02-17,9:34:34,Technical Support,Y,Y,10.0,2.25,5.0
ID2717,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,96.0,4.2,3.0
ID2718,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,32.0,1.68,4.0
ID2719,Becky,2021-02-17,9:59:02,Streaming,Y,Y,36.0,5.03,1.0
ID2720,Martha,2021-02-17,9:59:02,Streaming,Y,Y,50.0,1.7,5.0
ID2721,Stewart,2021-02-17,10:03:22,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2722,Martha,2021-02-17,10:03:22,Payment related,Y,Y,89.0,0.55,2.0
ID2723,Diane,2021-02-17,10:36:29,Contract related,N,N,67.52072027627035,3.748791317217563,3.0
ID2724,Joe,2021-02-17,10:36:29,Admin Support,Y,Y,114.0,5.78,5.0
ID2725,Martha,2021-02-17,10:43:41,Streaming,Y,Y,44.0,6.52,5.0
ID2726,Joe,2021-02-17,10:43:41,Admin Support,Y,Y,100.0,6.1,5.0
ID2727,Jim,2021-02-17,11:24:00,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2728,Jim,2021-02-17,11:24:00,Contract related,Y,Y,70.0,0.82,4.0
ID2729,Martha,2021-02-17,11:24:00,Contract related,Y,Y,16.0,4.05,4.0
ID2730,Becky,2021-02-17,11:24:00,Admin Support,Y,Y,49.0,1.07,4.0
ID2731,Joe,2021-02-17,11:28:19,Streaming,Y,Y,96.0,5.8,4.0
ID2732,Greg,2021-02-17,11:28:19,Admin Support,Y,Y,85.0,5.6,4.0
ID2733,Martha,2021-02-17,11:42:43,Contract related,Y,Y,65.0,5.48,2.0
ID2734,Martha,2021-02-17,11:42:43,Payment related,Y,Y,67.0,0.5,4.0
ID2735,Greg,2021-02-17,12:05:46,Payment related,Y,Y,50.0,1.15,4.0
ID2736,Becky,2021-02-17,12:05:46,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2737,Diane,2021-02-17,12:10:05,Contract related,Y,Y,79.0,3.37,3.0
ID2738,Greg,2021-02-17,12:10:05,Technical Support,Y,Y,107.0,3.88,4.0
ID2739,Martha,2021-02-17,12:11:31,Contract related,Y,N,52.0,4.83,1.0
ID2740,Jim,2021-02-17,12:11:31,Streaming,Y,N,104.0,6.42,1.0
ID2741,Joe,2021-02-17,12:17:17,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2742,Jim,2021-02-17,12:17:17,Contract related,Y,Y,63.0,0.9,1.0
ID2743,Becky,2021-02-17,13:03:22,Technical Support,Y,Y,79.0,3.85,4.0
ID2744,Greg,2021-02-17,13:03:22,Streaming,Y,N,21.0,6.52,3.0
ID2745,Becky,2021-02-17,13:24:58,Technical Support,Y,Y,93.0,5.6,3.0
ID2746,Joe,2021-02-17,13:24:58,Streaming,Y,Y,72.0,2.87,4.0
ID2747,Greg,2021-02-17,13:36:29,Admin Support,Y,Y,84.0,4.53,3.0
ID2748,Stewart,2021-02-17,13:36:29,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2749,Jim,2021-02-17,14:19:41,Admin Support,Y,Y,45.0,2.07,3.0
ID2750,Stewart,2021-02-17,14:19:41,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2751,Dan,2021-02-17,14:29:46,Streaming,Y,N,49.0,1.35,4.0
ID2752,Becky,2021-02-17,14:29:46,Admin Support,Y,Y,110.0,6.1,4.0
ID2753,Diane,2021-02-17,14:32:38,Technical Support,Y,N,58.0,2.22,3.0
ID2754,Joe,2021-02-17,14:32:38,Contract related,Y,Y,35.0,6.22,4.0
ID2755,Dan,2021-02-17,15:02:53,Payment related,Y,Y,105.0,1.17,4.0
ID2756,Diane,2021-02-17,15:02:53,Payment related,Y,Y,99.0,2.2,3.0
ID2757,Joe,2021-02-17,15:10:05,Contract related,Y,Y,53.0,4.03,2.0
ID2758,Greg,2021-02-17,15:10:05,Contract related,Y,N,50.0,6.7,4.0
ID2759,Jim,2021-02-17,15:46:05,Contract related,Y,Y,114.0,2.53,4.0
ID2760,Stewart,2021-02-17,15:46:05,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2761,Diane,2021-02-17,16:06:14,Payment related,N,N,67.52072027627035,3.748791317217563,3.0
ID2762,Dan,2021-02-17,16:06:14,Payment related,Y,Y,87.0,2.5,4.0
ID2763,Jim,2021-02-17,16:14:53,Payment related,Y,N,55.0,1.12,5.0
ID2764,Martha,2021-02-17,16:14:53,Admin Support,Y,Y,97.0,5.9,4.0
ID2765,Martha,2021-02-17,16:27:50,Payment related,Y,N,12.0,4.47,3.0
ID2766,Greg,2021-02-17,16:27:50,Streaming,N,N,67.52072027627035,3.748791317217563,3.0
ID2767,Stewart,2021-02-17,16:36:29,Admin Support,Y,Y,79.0,3.02,5.0
ID2768,Martha,2021-02-17,16:36:29,Technical Support,Y,Y,11.0,6.38,3.0
ID2769,Stewart,2021-02-17,17:11:02,Payment related,Y,N,69.0,0.65,4.0
ID2770,Jim,2021-02-17,17:11:02,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2771,Martha,2021-02-17,17:12:29,Technical Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2772,Jim,2021-02-17,17:12:29,Admin Support,Y,Y,123.0,1.8,3.0
ID2773,Joe,2021-02-17,17:44:10,Admin Support,N,N,67.52072027627035,3.748791317217563,3.0
ID2774,Martha,2021-02-17,17:44:10,Admin Support,Y,N,48.0,3.57,4.0
ID2775,Joe,2021-02-17,17:54:14,Contract related,Y,Y,78.0,6.95,3.0
ID2776,Joe,2021-02-17,17:54:14,Technical Support,Y,Y,109.0,4.07,3.0
ID2777,Dan,2021-02-18,9:23:02,Technical Support,Y,N,61.0,5.9,5.0
ID2778,Greg,2021-02-18,9:23:02,Payment related,Y,Y,86.0,1.62,2.0
ID2779,Greg,2021-02-18,9:43:12,Admin Support,Y,Y,74.0,6.87,4.0
ID2780,Diane,2021-02-18,9:43:12,Payment related,Y,Y,125.0,4.88,3.0
ID2781,Becky,2021-02-18,10:00:29,Contract related,Y,N,64.0,6.15,2.0
ID2782,Joe,2021-02-18,10:00:29,Streaming,Y,Y,63.0,2.1,3.0
ID2783,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,46.0,6.6,4.0
ID2784,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,63.0,4.25,3.0
ID2785,Joe,2021-02-18,10:16:19,Contract related,Y,Y,96.0,0.78,4.0
